name,correctAns,keypad,thisN,thisTrialN,thisRepN,key_resp_A1.keys,key_resp_A1.corr,key_resp_A1.rt,key_resp_A1.duration,key_resp_A2.keys,key_resp_A2.corr,key_resp_A2.rt,key_resp_A2.duration,words,key_resp_B1.keys,key_resp_B1.corr,key_resp_B1.rt,key_resp_B1.duration,key_resp_B2.keys,key_resp_B2.corr,key_resp_B2.rt,key_resp_B2.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Welcome.started,welcome.started,key_resp_22.started,Welcome.stopped,key_resp_22.keys,key_resp_22.rt,key_resp_22.duration,Introduction.started,key_resp.started,information.started,Introduction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,reminder_A1.started,key_resp_2.started,image_a1.started,reminder_A1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,ISI1500_A1.started,background_A.started,text_ISI1500_A1.started,ISI1500_A1.stopped,practice_Task_A1.started,background_A_2.started,text_A1.started,key_resp_A1.started,practice_Task_A1.stopped,trials.key_resp_A1.keys,trials.key_resp_A1.corr,trials.key_resp_A1.rt,trials.key_resp_A1.duration,feedback_A1.started,feedback_A1.stopped,ISI250_A1.started,background_A_4.started,text_ISI250_A1.started,ISI250_A1.stopped,background_A_3.started,feedback_text_A1.started,score_A1.started,score_A1_text.started,key_resp_score.started,score_A1.stopped,key_resp_score.keys,key_resp_score.rt,key_resp_score.duration,reminder_A2.started,key_resp_23.started,image_a2.started,reminder_A2.stopped,key_resp_23.keys,key_resp_23.rt,key_resp_23.duration,record_Task_A2.started,background_A_5.started,text_A2.started,key_resp_A2.started,record_Task_A2.stopped,trials_4.key_resp_A2.keys,trials_4.key_resp_A2.corr,trials_4.key_resp_A2.rt,trials_4.key_resp_A2.duration,feedback_A2.started,feedback_A2.stopped,background_A_6.started,feedback_text_A2.started,background_A_6.stopped,feedback_text_A2.stopped,background_A_4.stopped,text_ISI250_A1.stopped,score_A2.started,score_A2_text.started,key_resp_3.started,score_A2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,reminder_B1.started,key_resp_24.started,image_b1.started,reminder_B1.stopped,key_resp_24.keys,key_resp_24.rt,key_resp_24.duration,ISI1500_B1.started,background_B.started,text_ISI1500_B1.started,ISI1500_B1.stopped,practice_Task_B1.started,background_B_2.started,text_B1.started,key_resp_B1.started,practice_Task_B1.stopped,trials_7.key_resp_B1.keys,trials_7.key_resp_B1.corr,trials_7.key_resp_B1.rt,trials_7.key_resp_B1.duration,feedback_B1.started,feedback_B1.stopped,ISI250_B1.started,background_B_4.started,text_ISI250_B1.started,ISI250_B1.stopped,background_B_4.stopped,text_ISI250_B1.stopped,background_B_3.started,feedback_text_B1.started,background_B_3.stopped,feedback_text_B1.stopped,score_B1.started,score_B1_text.started,key_resp_6.started,score_B1.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,reminder_B2.started,key_resp_25.started,image_b2.started,reminder_B2.stopped,key_resp_25.keys,key_resp_25.rt,key_resp_25.duration,background_B.stopped,text_ISI1500_B1.stopped,record_Task_B2.started,background_B_6.started,text_B2.started,key_resp_B2.started,record_Task_B2.stopped,trials_2.key_resp_B2.keys,trials_2.key_resp_B2.corr,trials_2.key_resp_B2.rt,trials_2.key_resp_B2.duration,feedback_B2.started,feedback_B2.stopped,background_B_5.started,feedback_text_B2.started,background_B_5.stopped,feedback_text_B2.stopped,score_B2.started,score_B2_text.started,key_resp_4.started,score_B2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,reminder_C1.started,key_resp_26.started,image_c1.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Kwan,left,a,24,24,0,a,1,0.4917583749993355,None,,,,,,,,,,,,,,0,24,24,17,,,,,,,,,,,,,33.65727666699968,,,,,,,,,,,,,,,,,,,,,,,,,,,33.64937945899874,33.65727666699968,33.65727666699968,33.65727666699968,34.15641937500004,a,1,0.4917583749993355,None,34.15655320899896,34.15660387499884,34.156638791999285,34.168345000000045,34.168345000000045,34.39595166700019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Fujimoto,right,l,25,25,0,l,1,0.5290808340014337,None,,,,,,,,,,,,,,0,25,25,37,,,,,,,,,,,,,34.4099933339985,,,,,,,,,,,,,,,,,,,,,,,,,,,34.401830541999516,34.4099933339985,34.4099933339985,34.4099933339985,34.94242750000012,l,1,0.5290808340014337,None,34.942600749998746,34.94266420900021,34.94271016699895,34.954597916999774,34.954597916999774,35.17900383399865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Kitayama,right,l,26,26,0,l,1,0.4928333330008172,None,,,,,,,,,,,,,,0,26,26,45,,,,,,,,,,,,,35.190653666999424,,,,,,,,,,,,,,,,,,,,,,,,,,,35.18262262499957,35.190653666999424,35.190653666999424,35.190653666999424,35.68995087499934,l,1,0.4928333330008172,None,35.69009174999883,35.69014324999989,35.69017858400002,35.70188791699911,35.70188791699911,35.92974349999895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Tsukimoto,right,l,27,27,0,l,1,0.546238208999057,None,,,,,,,,,,,,,,0,27,27,32,,,,,,,,,,,,,35.94236699999965,,,,,,,,,,,,,,,,,,,,,,,,,,,35.93417158400007,35.94236699999965,35.94236699999965,35.94236699999965,36.49818887499896,l,1,0.546238208999057,None,36.4983124169994,36.4983618339993,36.49839562499983,36.50998529199933,36.50998529199933,36.738613083998644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Kwon,left,a,28,28,0,a,1,0.5176502919985069,None,,,,,,,,,,,,,,0,28,28,7,,,,,,,,,,,,,36.89477495899882,,,,,,,,,,,,,,,,,,,,,,,,,,,36.887523874998806,36.89477495899882,36.89477495899882,36.89477495899882,37.42279933399914,a,1,0.5176502919985069,None,37.42292841699964,37.422977624999476,37.42301220899935,37.43478816700008,37.43478816700008,37.66269737499897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Bhak,left,a,29,29,0,a,1,0.5510031249996246,None,,,,,,,,,,,,,,0,29,29,21,,,,,,,,,,,,,37.673560749999524,,,,,,,,,,,,,,,,,,,,,,,,,,,37.66575437499887,37.673560749999524,37.673560749999524,37.673560749999524,38.23053087500011,a,1,0.5510031249996246,None,38.23066199999994,38.23071254199931,38.230747042000075,38.24288987499858,38.24288987499858,38.47204516700003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Hwangbo,left,a,30,30,0,a,1,0.7079468329993688,None,,,,,,,,,,,,,,0,30,30,20,,,,,,,,,,,,,38.4861265419986,,,,,,,,,,,,,,,,,,,,,,,,,,,38.47819637499924,38.4861265419986,38.4861265419986,38.4861265419986,39.199063624999326,a,1,0.7079468329993688,None,39.19919433399991,39.199244292,39.199278333999246,39.212536833998456,39.212536833998456,39.4387764589992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Sohn,left,a,31,31,0,a,1,0.5163794170002802,None,,,,,,,,,,,,,,0,31,31,11,,,,,,,,,,,,,39.45006358399951,,,,,,,,,,,,,,,,,,,,,,,,,,,39.44231220899928,39.45006358399951,39.45006358399951,39.45006358399951,39.97311537499991,a,1,0.5163794170002802,None,39.973273958999926,39.97333566699854,39.9733798749985,39.9851681250002,39.9851681250002,40.2119445419994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Kung,left,a,32,32,0,a,1,0.49519175000023097,None,,,,,,,,,,,,,,0,32,32,12,,,,,,,,,,,,,40.22398670899929,,,,,,,,,,,,,,,,,,,,,,,,,,,40.21574995899937,40.22398670899929,40.22398670899929,40.22398670899929,40.723631208998995,a,1,0.49519175000023097,None,40.72378879200005,40.72385066700008,40.72389329199905,40.735602583999935,40.735602583999935,40.96254662499996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Hyun,left,a,33,33,0,a,1,0.5190113750013552,None,,,,,,,,,,,,,,0,33,33,2,,,,,,,,,,,,,40.974012791999485,,,,,,,,,,,,,,,,,,,,,,,,,,,40.96609904199977,40.974012791999485,40.974012791999485,40.974012791999485,41.49632041699988,a,1,0.5190113750013552,None,41.496374458998616,41.49639183399995,41.49640395899951,41.50469362500007,41.50469362500007,41.7299740419985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Sunwoo,left,a,34,34,0,a,1,0.5411325000004581,None,,,,,,,,,,,,,,0,34,34,8,,,,,,,,,,,,,41.73839237499851,,,,,,,,,,,,,,,,,,,,,,,,,,,41.73130958399997,41.73839237499851,41.73839237499851,41.73839237499851,42.28900666699883,a,1,0.5411325000004581,None,42.2891708749994,42.28923329200006,42.289270291999856,42.29889524999999,42.29889524999999,42.52898237499903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Hitaka,right,l,35,35,0,l,1,0.7029915840012109,None,,,,,,,,,,,,,,0,35,35,25,,,,,,,,,,,,,42.53757937499904,,,,,,,,,,,,,,,,,,,,,,,,,,,42.530319833998874,42.53757937499904,42.53757937499904,42.53757937499904,43.2465406249994,l,1,0.7029915840012109,None,43.246671666998736,43.246720958999504,43.246756333999656,43.25876429199889,43.25876429199889,43.4884635419985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Tanaka,right,l,36,36,0,l,1,0.5298197909996816,None,,,,,,,,,,,,,,0,36,36,34,,,,,,,,,,,,,43.49985962499886,,,,,,,,,,,,,,,,,,,,,,,,,,,43.49214949999987,43.49985962499886,43.49985962499886,43.49985962499886,44.0318234589995,l,1,0.5298197909996816,None,44.03195024999877,44.03199862499969,44.03203287499855,44.04573720899862,44.04573720899862,44.27169916699859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Sugimoto,right,l,37,37,0,l,1,0.49402316699888615,None,,,,,,,,,,,,,,0,37,37,38,,,,,,,,,,,,,44.28352149999955,,,,,,,,,,,,,,,,,,,,,,,,,,,44.27566579199993,44.28352149999955,44.28352149999955,44.28352149999955,44.78051583399974,l,1,0.49402316699888615,None,44.780645708999145,44.78069499999947,44.78072991699992,44.792732083999,44.792732083999,45.022108999999546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Youn,left,a,38,38,0,a,1,0.5300000419993012,None,,,,,,,,,,,,,,0,38,38,13,,,,,,,,,,,,,45.034149334000176,,,,,,,,,,,,,,,,,,,,,,,,,,,45.02591020899854,45.034149334000176,45.034149334000176,45.034149334000176,45.57292320899978,a,1,0.5300000419993012,None,45.57305333399927,45.57310374999906,45.57313812499888,45.58491229199899,45.58491229199899,45.812982792000184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Choe,left,a,39,39,0,a,1,0.5152376249989175,None,,,,,,,,,,,,,,0,39,39,6,,,,,,,,,,,,,45.83846649999941,,,,,,,,,,,,,,,,,,,,,,,,,,,45.816706708999845,45.83846649999941,45.83846649999941,45.83846649999941,46.35620000000017,a,1,0.5152376249989175,None,46.35633212499852,46.3563809999996,46.356415666999965,46.36794716700024,46.36794716700024,46.59550612499879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Kang,left,a,40,40,0,a,1,0.4020104999999603,None,,,,,,,,,,,,,,0,40,40,19,,,,,,,,,,,,,46.60677195899916,,,,,,,,,,,,,,,,,,,,,,,,,,,46.59884674999921,46.60677195899916,46.60677195899916,46.60677195899916,47.01478841700009,a,1,0.4020104999999603,None,47.01491824999903,47.01496829200005,47.015002791998995,47.02664554199873,47.02664554199873,47.255553916998906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Fukuyama,right,l,41,41,0,l,1,0.5638947500010545,None,,,,,,,,,,,,,,0,41,41,39,,,,,,,,,,,,,47.26753041699885,,,,,,,,,,,,,,,,,,,,,,,,,,,47.25966066699948,47.26753041699885,47.26753041699885,47.26753041699885,47.840236000000004,l,1,0.5638947500010545,None,47.84036512499915,47.84042695899916,47.840462499998466,47.852041333999296,47.852041333999296,48.07961608400001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Harashima,right,l,42,42,0,l,1,0.5854405419995601,None,,,,,,,,,,,,,,0,42,42,41,,,,,,,,,,,,,48.104992417000176,,,,,,,,,,,,,,,,,,,,,,,,,,,48.08331408399863,48.104992417000176,48.104992417000176,48.104992417000176,48.69781712499935,l,1,0.5854405419995601,None,48.69794466699932,48.697993833999135,48.69802816699848,48.71008837499903,48.71008837499903,48.938540583998474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Namikawa,right,l,43,43,0,l,1,0.508625624999695,None,,,,,,,,,,,,,,0,43,43,44,,,,,,,,,,,,,48.95049745899996,,,,,,,,,,,,,,,,,,,,,,,,,,,48.942855999999665,48.95049745899996,48.95049745899996,48.95049745899996,49.46482091699909,l,1,0.508625624999695,None,49.46494362500016,49.46499191699877,49.465029041999514,49.476884624999,49.476884624999,49.7056238339992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Chun,left,a,44,44,0,a,1,0.4501371250007651,None,,,,,,,,,,,,,,0,44,44,5,,,,,,,,,,,,,49.71785391699996,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7099109589999,49.71785391699996,49.71785391699996,49.71785391699996,50.17295637499956,a,1,0.4501371250007651,None,50.173080124999615,50.173128124999494,50.173161875000005,50.18487549999918,50.18487549999918,50.412937999999485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Jung,left,a,45,45,0,a,1,0.5116975829987496,None,,,,,,,,,,,,,,0,45,45,18,,,,,,,,,,,,,50.42411870899923,,,,,,,,,,,,,,,,,,,,,,,,,,,50.41591837499982,50.42411870899923,50.42411870899923,50.42411870899923,50.939536124998995,a,1,0.5116975829987496,None,50.939669083998524,50.93971891699948,50.93975324999883,50.94754649999959,50.94754649999959,51.17916125000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Paik,left,a,46,46,0,a,1,0.5503034579996893,None,,,,,,,,,,,,,,0,46,46,22,,,,,,,,,,,,,51.192983083999934,,,,,,,,,,,,,,,,,,,,,,,,,,,51.184499541999685,51.192983083999934,51.192983083999934,51.192983083999934,51.74846920900018,a,1,0.5503034579996893,None,51.748636541999076,51.748700541998915,51.74874487499983,51.76253408399862,51.76253408399862,51.988524791999225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Chon,left,a,47,47,0,a,1,0.507104165999408,None,,,,,,,,,,,,,,0,47,47,16,,,,,,,,,,,,,51.999706458998844,,,,,,,,,,,,,,,,,,,,,,,,,,,51.99188345899893,51.999706458998844,51.999706458998844,51.999706458998844,52.51407683399884,a,1,0.507104165999408,None,52.514205749999746,52.51425470899994,52.514288958998804,52.52651629199863,52.52651629199863,52.755601916998785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Hwang,left,a,48,48,0,a,1,0.9119576659995801,None,,,,,,,,,,,,,,0,48,48,1,,,,,,,,,,,,,52.767205791999004,,,,,,,,,,,,,,,,,,,,,,,,,,,52.75945899999897,52.767205791999004,52.767205791999004,52.767205791999004,53.681376999998974,a,1,0.9119576659995801,None,53.681503583999074,53.68155216699961,53.681588292000015,53.69356933400013,53.69356933400013,53.922549333999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Miyamatsu,right,l,49,49,0,l,1,0.45111350000115635,None,,,,,,,,,,,,,,0,49,49,49,,,,,,,,,,,,,53.93453341699933,,,,,,,,,,,,,,,,,,,,,,,,,,,53.926666958999704,53.93453341699933,53.93453341699933,53.93453341699933,54.39012945899958,l,1,0.45111350000115635,None,54.390294584,54.39035624999997,54.39039941699957,54.397905541998625,54.397905541998625,54.629466708998734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.629692417000115,54.66051504200004,54.66051504200004,57.37974299999951,space,2.7148473750003177,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.37982124999871,57.39280033399882,57.39280033399882,59.07371987499937,space,1.670781041999362,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.073813708999296,59.08635283399963,59.08635283399963,60.561851041999034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Nakamoto,right,l,0,0,0,,,,,l,1,0.8171339170003193,None,,,,,,,,,,,,,,0,0,0,46,,,,,,,,,60.594790708999426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.4180386249991,61.43062941700009,61.43062941700009,61.655575916998714,,,,,,,,,,,,,,,,,60.58531033399959,60.594790708999426,60.594790708999426,60.594790708999426,61.414552999998705,l,1,0.8171339170003193,None,61.41790299999957,61.41799695899863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Chun,left,a,1,1,0,,,,,a,1,0.39879191699947114,None,,,,,,,,,,,,,,0,1,1,5,,,,,,,,,61.6668725419986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.073422916999334,62.084887334000086,62.084887334000086,62.31286437499875,,,,,,,,,,,,,,,,,61.658944625000004,61.6668725419986,61.6668725419986,61.6668725419986,62.07319029199971,a,1,0.39879191699947114,None,62.07332779199896,62.073385333998885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Minakami,right,l,2,2,0,,,,,l,1,0.4917307499999879,None,,,,,,,,,,,,,,0,2,2,47,,,,,,,,,62.3386974999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.84046341700014,62.85219712499929,62.85219712499929,63.07959462500003,,,,,,,,,,,,,,,,,62.317297833998964,62.3386974999994,62.3386974999994,62.3386974999994,62.84023054199861,l,1,0.4917307499999879,None,62.840376000000106,62.840427416998864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
Youn,left,a,3,3,0,,,,,a,1,0.4779702499999985,None,,,,,,,,,,,,,,0,3,3,13,,,,,,,,,63.09053233399936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.573948416998974,63.58554983399881,63.58554983399881,63.81226187499851,,,,,,,,,,,,,,,,,63.08264695899925,63.09053233399936,63.09053233399936,63.09053233399936,63.573719624999285,a,1,0.4779702499999985,None,63.57385920900015,63.573911958999815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490405,001,2025-04-13_22h07.35.287,IAT,2024.2.4,None,2025-04-13 22h08.10.778748 +0800,
