name,correctAns,keypad,thisN,thisTrialN,thisRepN,key_resp_A1.keys,key_resp_A1.corr,key_resp_A1.rt,key_resp_A1.duration,key_resp_A2.keys,key_resp_A2.corr,key_resp_A2.rt,key_resp_A2.duration,words,key_resp_B1.keys,key_resp_B1.corr,key_resp_B1.rt,key_resp_B1.duration,key_resp_B2.keys,key_resp_B2.corr,key_resp_B2.rt,key_resp_B2.duration,categories,key_resp_C1.keys,key_resp_C1.corr,key_resp_C1.rt,key_resp_C1.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,thisRow.t,notes,Welcome.started,welcome.started,key_resp_22.started,Welcome.stopped,key_resp_22.keys,key_resp_22.rt,key_resp_22.duration,Introduction.started,key_resp.started,information.started,Introduction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,reminder_A1.started,key_resp_2.started,image_a1.started,reminder_A1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,ISI1500_A1.started,background_A.started,text_ISI1500_A1.started,ISI1500_A1.stopped,practice_Task_A1.started,background_A_2.started,text_A1.started,key_resp_A1.started,practice_Task_A1.stopped,trials.key_resp_A1.keys,trials.key_resp_A1.corr,trials.key_resp_A1.rt,trials.key_resp_A1.duration,feedback_A1.started,feedback_A1.stopped,ISI250_A1.started,background_A_4.started,text_ISI250_A1.started,ISI250_A1.stopped,background_A_3.started,feedback_text_A1.started,score_A1.started,score_A1_text.started,key_resp_score.started,score_A1.stopped,key_resp_score.keys,key_resp_score.rt,key_resp_score.duration,reminder_A2.started,key_resp_23.started,image_a2.started,reminder_A2.stopped,key_resp_23.keys,key_resp_23.rt,key_resp_23.duration,record_Task_A2.started,background_A_5.started,text_A2.started,key_resp_A2.started,record_Task_A2.stopped,trials_4.key_resp_A2.keys,trials_4.key_resp_A2.corr,trials_4.key_resp_A2.rt,trials_4.key_resp_A2.duration,feedback_A2.started,feedback_A2.stopped,background_A_6.started,feedback_text_A2.started,background_A_6.stopped,feedback_text_A2.stopped,background_A_4.stopped,text_ISI250_A1.stopped,score_A2.started,score_A2_text.started,key_resp_3.started,score_A2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,reminder_B1.started,key_resp_24.started,image_b1.started,reminder_B1.stopped,key_resp_24.keys,key_resp_24.rt,key_resp_24.duration,ISI1500_B1.started,background_B.started,text_ISI1500_B1.started,ISI1500_B1.stopped,practice_Task_B1.started,background_B_2.started,text_B1.started,key_resp_B1.started,practice_Task_B1.stopped,trials_7.key_resp_B1.keys,trials_7.key_resp_B1.corr,trials_7.key_resp_B1.rt,trials_7.key_resp_B1.duration,feedback_B1.started,feedback_B1.stopped,ISI250_B1.started,background_B_4.started,text_ISI250_B1.started,ISI250_B1.stopped,background_B_4.stopped,text_ISI250_B1.stopped,background_B_3.started,feedback_text_B1.started,background_B_3.stopped,feedback_text_B1.stopped,score_B1.started,score_B1_text.started,key_resp_6.started,score_B1.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,reminder_B2.started,key_resp_25.started,image_b2.started,reminder_B2.stopped,key_resp_25.keys,key_resp_25.rt,key_resp_25.duration,background_B.stopped,text_ISI1500_B1.stopped,record_Task_B2.started,background_B_6.started,text_B2.started,key_resp_B2.started,record_Task_B2.stopped,trials_2.key_resp_B2.keys,trials_2.key_resp_B2.corr,trials_2.key_resp_B2.rt,trials_2.key_resp_B2.duration,feedback_B2.started,feedback_B2.stopped,background_B_5.started,feedback_text_B2.started,background_B_5.stopped,feedback_text_B2.stopped,score_B2.started,score_B2_text.started,key_resp_4.started,score_B2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,reminder_C1.started,key_resp_26.started,image_c1.started,reminder_C1.stopped,key_resp_26.keys,key_resp_26.rt,key_resp_26.duration,ISI1500_C1.started,background_C.started,text_ISI1500_C1.started,ISI1500_C1.stopped,record_Task_C1.started,background_C_2.started,text_C1.started,key_resp_C1.started,record_Task_C1.stopped,trials_3.key_resp_C1.keys,trials_3.key_resp_C1.corr,trials_3.key_resp_C1.rt,trials_3.key_resp_C1.duration,feedback_C1.started,feedback_C1.stopped,ISI250_C1.started,background_C_4.started,text_ISI250_C1.started,background_C_4.stopped,text_ISI250_C1.stopped,ISI250_C1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Chun,left,a,20,20,0,a,1,0.43958691699663177,None,,,,,,,,,,,,,,,,,,,0,20,20,5,,,,,,,,,,,,,,,,,36.463112290992285,,,,,,,,,,,,,,,,,,,,,,,,,,,36.455048707997776,36.463112290992285,36.463112290992285,36.463112290992285,36.90871591599716,a,1,0.43958691699663177,None,36.90884929099411,36.9089057079982,36.908939624991035,36.92099249998864,36.92099249998864,37.15018283299287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Harashima,right,l,21,21,0,l,1,0.5375733330001822,None,,,,,,,,,,,,,,,,,,,0,21,21,41,,,,,,,,,,,,,,,,,37.16274683299707,,,,,,,,,,,,,,,,,,,,,,,,,,,37.15491320799629,37.16274683299707,37.16274683299707,37.16274683299707,37.70826654099801,l,1,0.5375733330001822,None,37.70839408299071,37.70845104099135,37.70848612498958,37.72054237499833,37.72054237499833,37.94991083299101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Fujimoto,right,l,22,22,0,l,1,0.48680016699654516,None,,,,,,,,,,,,,,,,,,,0,22,22,37,,,,,,,,,,,,,,,,,37.963638249988435,,,,,,,,,,,,,,,,,,,,,,,,,,,37.95572091599752,37.963638249988435,37.963638249988435,37.963638249988435,38.45905245799804,l,1,0.48680016699654516,None,38.45918616600102,38.45924054099305,38.459275040993816,38.471467750001466,38.471467750001466,38.700026082995464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Kwan,left,a,23,23,0,a,1,0.48211370799981523,None,,,,,,,,,,,,,,,,,,,0,23,23,17,,,,,,,,,,,,,,,,,38.71143462500186,,,,,,,,,,,,,,,,,,,,,,,,,,,38.70352408300096,38.71143462500186,38.71143462500186,38.71143462500186,39.2015352499875,a,1,0.48211370799981523,None,39.20166666599107,39.201721915989765,39.20175649999874,39.21338337499765,39.21338337499765,39.44090854100068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Hwang,left,a,24,24,0,a,1,0.5541091669874731,None,,,,,,,,,,,,,,,,,,,0,24,24,1,,,,,,,,,,,,,,,,,39.45477487499011,,,,,,,,,,,,,,,,,,,,,,,,,,,39.44645283299906,39.45477487499011,39.45477487499011,39.45477487499011,40.01781999999366,a,1,0.5541091669874731,None,40.01795216598839,40.01800733299751,40.0180416660005,40.029883915995015,40.029883915995015,40.25826120800048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Tsukimoto,right,l,25,25,0,l,1,0.532937584008323,None,,,,,,,,,,,,,,,,,,,0,25,25,32,,,,,,,,,,,,,,,,,40.27175337499648,,,,,,,,,,,,,,,,,,,,,,,,,,,40.26360779099923,40.27175337499648,40.27175337499648,40.27175337499648,40.80934524998884,l,1,0.532937584008323,None,40.80947437499708,40.80952929100022,40.809564040988334,40.82173512499139,40.82173512499139,41.05026908298896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Morimoto,right,l,26,26,0,l,1,0.5890207499905955,None,,,,,,,,,,,,,,,,,,,0,26,26,48,,,,,,,,,,,,,,,,,41.06219162499474,,,,,,,,,,,,,,,,,,,,,,,,,,,41.05432229099097,41.06219162499474,41.06219162499474,41.06219162499474,41.659646749991225,l,1,0.5890207499905955,None,41.65977983298944,41.65983608299575,41.659871083000326,41.673976416001096,41.673976416001096,41.90035666599579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Yokomichi,right,l,27,27,0,l,1,0.5025460829929216,None,,,,,,,,,,,,,,,,,,,0,27,27,26,,,,,,,,,,,,,,,,,41.91217674998916,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9042804579949,41.91217674998916,41.91217674998916,41.91217674998916,42.41821745799098,l,1,0.5025460829929216,None,42.4183474159945,42.41840745799709,42.41844204098743,42.43013945799612,42.43013945799612,42.657897083001444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Bhak,left,a,28,28,0,a,1,0.5144584160007071,None,,,,,,,,,,,,,,,,,,,0,28,28,21,,,,,,,,,,,,,,,,,42.6689215410006,,,,,,,,,,,,,,,,,,,,,,,,,,,42.66092291599489,42.6689215410006,42.6689215410006,42.6689215410006,43.1854653749906,a,1,0.5144584160007071,None,43.18559795799956,43.185654000000795,43.18568966598832,43.19342691599741,43.19342691599741,43.424735540989786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Hitaka,right,l,29,29,0,l,1,0.6935881249955855,None,,,,,,,,,,,,,,,,,,,0,29,29,25,,,,,,,,,,,,,,,,,43.45003654099128,,,,,,,,,,,,,,,,,,,,,,,,,,,43.428558665997116,43.45003654099128,43.45003654099128,43.45003654099128,44.15252624999266,l,1,0.6935881249955855,None,44.152702874998795,44.152778332994785,44.15282241599925,44.165032207994955,44.165032207994955,44.39109533299052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Yamamoto,right,l,30,30,0,l,1,0.4853399999992689,None,,,,,,,,,,,,,,,,,,,0,30,30,28,,,,,,,,,,,,,,,,,44.53985954099335,,,,,,,,,,,,,,,,,,,,,,,,,,,44.53295029098808,44.53985954099335,44.53985954099335,44.53985954099335,45.03624375000072,l,1,0.4853399999992689,None,45.03637954099395,45.036434207999264,45.03646970799309,45.04849887499586,45.04849887499586,45.27421308300109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Tanaka,right,l,31,31,0,l,1,0.7346472079952946,None,,,,,,,,,,,,,,,,,,,0,31,31,34,,,,,,,,,,,,,,,,,45.30000974998984,,,,,,,,,,,,,,,,,,,,,,,,,,,45.278294207993895,45.30000974998984,45.30000974998984,45.30000974998984,46.04232079099165,l,1,0.7346472079952946,None,46.04246012499789,46.04251729098905,46.04255266599648,46.054736582998885,46.054736582998885,46.28376570799446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Chong,left,a,32,32,0,a,1,0.5547390409919899,None,,,,,,,,,,,,,,,,,,,0,32,32,23,,,,,,,,,,,,,,,,,46.29567004099954,,,,,,,,,,,,,,,,,,,,,,,,,,,46.28783029099577,46.29567004099954,46.29567004099954,46.29567004099954,46.8600496250001,a,1,0.5547390409919899,None,46.860181874988484,46.86023624999507,46.86027104099048,46.87420024999301,46.87420024999301,47.10018204098742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Kang,left,a,33,33,0,a,1,0.5988671670056647,None,,,,,,,,,,,,,,,,,,,0,33,33,19,,,,,,,,,,,,,,,,,47.111224583000876,,,,,,,,,,,,,,,,,,,,,,,,,,,47.10323324998899,47.111224583000876,47.111224583000876,47.111224583000876,47.71793745800096,a,1,0.5988671670056647,None,47.718064874992706,47.71811845799675,47.71815324999625,47.72978524999053,47.72978524999053,47.95776783299516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Kwon,left,a,34,34,0,a,1,0.5093424590013456,None,,,,,,,,,,,,,,,,,,,0,34,34,7,,,,,,,,,,,,,,,,,47.98333599999023,,,,,,,,,,,,,,,,,,,,,,,,,,,47.96185866599262,47.98333599999023,47.98333599999023,47.98333599999023,48.501217915996676,a,1,0.5093424590013456,None,48.50135254098859,48.501407249990734,48.501443332992494,48.51318545799586,48.51318545799586,48.7405257079954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Paik,left,a,35,35,0,a,1,0.7174307499954011,None,,,,,,,,,,,,,,,,,,,0,35,35,22,,,,,,,,,,,,,,,,,48.76682570799312,,,,,,,,,,,,,,,,,,,,,,,,,,,48.745326541000395,48.76682570799312,48.76682570799312,48.76682570799312,49.49206012499053,a,1,0.7174307499954011,None,49.49218912499782,49.49224295798922,49.49227758299094,49.50435099999595,49.50435099999595,49.73374195799988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Chae,left,a,36,36,0,a,1,0.49511175000225194,None,,,,,,,,,,,,,,,,,,,0,36,36,14,,,,,,,,,,,,,,,,,49.7471092499909,,,,,,,,,,,,,,,,,,,,,,,,,,,49.73912491599913,49.7471092499909,49.7471092499909,49.7471092499909,50.25167408298876,a,1,0.49511175000225194,None,50.25184141600039,50.25191204099974,50.25195645799977,50.26389458299673,50.26389458299673,50.49068229099794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Nakamoto,right,l,37,37,0,l,1,0.6514996250043623,None,,,,,,,,,,,,,,,,,,,0,37,37,46,,,,,,,,,,,,,,,,,50.502635500000906,,,,,,,,,,,,,,,,,,,,,,,,,,,50.494846457993845,50.502635500000906,50.502635500000906,50.502635500000906,51.1598059579992,l,1,0.6514996250043623,None,51.15995220799232,51.16001291599241,51.16005154099548,51.17169833299704,51.17169833299704,51.400118999998085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Kung,left,a,38,38,0,a,1,0.6097741659905296,None,,,,,,,,,,,,,,,,,,,0,38,38,12,,,,,,,,,,,,,,,,,51.411676999996416,,,,,,,,,,,,,,,,,,,,,,,,,,,51.40375191599014,51.411676999996416,51.411676999996416,51.411676999996416,52.02668349999294,a,1,0.6097741659905296,None,52.026851832997636,52.02692449999449,52.026969707992976,52.040829541001585,52.040829541001585,52.267406915998436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Whang,left,a,39,39,0,a,1,0.7262993749900488,None,,,,,,,,,,,,,,,,,,,0,39,39,9,,,,,,,,,,,,,,,,,52.28367820799758,,,,,,,,,,,,,,,,,,,,,,,,,,,52.27555704099359,52.28367820799758,52.28367820799758,52.28367820799758,53.01839287499024,a,1,0.7262993749900488,None,53.018526457992266,53.01858237499255,53.018617582987645,53.03040229099861,53.03040229099861,53.257872249989305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Hwangbo,left,a,40,40,0,l,0,0.6947944170096889,None,,,,,,,,,,,,,,,,,,,0,40,40,20,,,,,,,,,,,,,,,,,53.26943858299637,,,,,,,,,,,,,,,,,,,,,,,,,,,53.26163799999631,53.26943858299637,53.26943858299637,53.26943858299637,53.968510874998174,l,0,0.6947944170096889,None,53.97194816599949,54.27313604099618,54.273190665990114,54.28272262499377,54.28272262499377,54.50721341600001,53.98596700000053,53.98596700000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Samukawa,right,l,41,41,0,l,1,0.9212722499942174,None,,,,,,,,,,,,,,,,,,,0,41,41,40,,,,,,,,,,,,,,,,,54.519116165989544,,,,,,,,,,,,,,,,,,,,,,,,,,,54.51128916599555,54.519116165989544,54.519116165989544,54.519116165989544,55.44271550000121,l,1,0.9212722499942174,None,55.44285204100015,55.44290770799853,55.442942333000246,55.4550985829992,55.4550985829992,55.68414404099167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Sugimoto,right,l,42,42,0,l,1,0.47430729199550115,None,,,,,,,,,,,,,,,,,,,0,42,42,38,,,,,,,,,,,,,,,,,55.69568512499973,,,,,,,,,,,,,,,,,,,,,,,,,,,55.68780262499058,55.69568512499973,55.69568512499973,55.69568512499973,56.17618737499288,l,1,0.47430729199550115,None,56.17631812499894,56.176373124995735,56.17640745799872,56.188455999988946,56.188455999988946,56.41733029099123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Choe,left,a,43,43,0,a,1,0.6658429159870138,None,,,,,,,,,,,,,,,,,,,0,43,43,6,,,,,,,,,,,,,,,,,56.42866266598867,,,,,,,,,,,,,,,,,,,,,,,,,,,56.42088912500185,56.42866266598867,56.42866266598867,56.42866266598867,57.10190862500167,a,1,0.6658429159870138,None,57.10204304099898,57.102100541000254,57.10213633299281,57.11389045800024,57.11389045800024,57.341254582992406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Sohn,left,a,44,44,0,a,1,0.6037948750017677,None,,,,,,,,,,,,,,,,,,,0,44,44,11,,,,,,,,,,,,,,,,,57.3668080829957,,,,,,,,,,,,,,,,,,,,,,,,,,,57.34521516598761,57.3668080829957,57.3668080829957,57.3668080829957,57.977122332988074,a,1,0.6037948750017677,None,57.97728924998955,57.97736483300105,57.977410540988785,57.9908679999935,57.9908679999935,58.21717854098824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Itsumatsu,right,l,45,45,0,l,1,0.5805320420040516,None,,,,,,,,,,,,,,,,,,,0,45,45,29,,,,,,,,,,,,,,,,,58.23138666599698,,,,,,,,,,,,,,,,,,,,,,,,,,,58.22348141598923,58.23138666599698,58.23138666599698,58.23138666599698,58.81831787498959,l,1,0.5805320420040516,None,58.81848458299646,58.81855395800085,58.81859974999679,58.830279040994355,58.830279040994355,59.05805983299797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Kuzumaki,right,l,46,46,0,l,1,0.5511268749978626,None,,,,,,,,,,,,,,,,,,,0,46,46,35,,,,,,,,,,,,,,,,,59.071473457996035,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0633267499943,59.071473457996035,59.071473457996035,59.071473457996035,59.62626433299738,l,1,0.5511268749978626,None,59.626395665996824,59.626470999995945,59.626510665999376,59.63851454098767,59.63851454098767,59.86728095798753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Maeng,left,a,47,47,0,a,1,0.5745938329928322,None,,,,,,,,,,,,,,,,,,,0,47,47,4,,,,,,,,,,,,,,,,,59.879188999999315,,,,,,,,,,,,,,,,,,,,,,,,,,,59.87132516599377,59.879188999999315,59.879188999999315,59.879188999999315,60.45997758299927,a,1,0.5745938329928322,None,60.46011354099028,60.46016820799559,60.460202749993186,60.47422862499661,60.47422862499661,60.70092716599174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
Choung,left,a,48,48,0,a,1,0.5304900409973925,None,,,,,,,,,,,,,,,,,,,0,48,48,3,,,,,,,,,,,,,,,,,60.71267091599293,,,,,,,,,,,,,,,,,,,,,,,,,,,60.70480158299324,60.71267091599293,60.71267091599293,60.71267091599293,61.25145229099144,a,1,0.5304900409973925,None,61.25158291599655,61.25163812498795,61.251673082995694,61.26337629099726,61.26337629099726,61.49101691599935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027378,001,2025-04-15_14h28.13.107,IAT,2024.2.4,None,2025-04-15 14h28.39.149208 +0800,
